RestaurantID,RestaurantName,CountryCode,City,Cuisines,Currency,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Price_range,Votes,Average_Cost_for_two,Rating,cost_per_person,cost_category,num_cuisines,primary_cuisines,Rating_Bucket,log_votes,popularity_score,Value-for-money,city_competition,city_competition_norm
6317637,Le Petit Souffle,162,Makati City,French| Japanese| Desserts,Botswana Pula(P),,,No,3,314,1100,4.8,550.0,Medium,1,French| Japanese| Desserts,Excellent,5.752572638825633,1507.2,1.0087272727272727,2,0.0003654302941713868
6304287,Izakaya Kikufuji,162,Makati City,Japanese,Botswana Pula(P),,,No,3,591,1200,4.5,600.0,Medium,1,Japanese,Good,6.3835066348840055,2659.5,1.0075,2,0.0003654302941713868
6300002,Heat - Edsa Shangri-La,162,Mandaluyong City,Seafood| Asian| Filipino| Indian,Botswana Pula(P),,,No,4,270,4000,4.4,2000.0,High,1,Seafood| Asian| Filipino| Indian,Good,5.602118820879701,1188.0,1.0022,4,0.0007308605883427736
6318506,Ooma,162,Mandaluyong City,Japanese| Sushi,Botswana Pula(P),,,No,4,365,1500,4.9,750.0,High,1,Japanese| Sushi,Excellent,5.902633333401366,1788.5000000000002,1.0065333333333333,4,0.0007308605883427736
6314302,Sambo Kojin,162,Mandaluyong City,Japanese| Korean,Botswana Pula(P),,,No,4,229,1500,4.8,750.0,High,1,Japanese| Korean,Excellent,5.438079308923196,1099.2,1.0064,4,0.0007308605883427736
18189371,Din Tai Fung,162,Mandaluyong City,Chinese,Botswana Pula(P),,,No,3,336,1000,4.4,500.0,Medium,1,Chinese,Good,5.820082930352362,1478.4,1.0088,4,0.0007308605883427736
6300781,Buffet 101,162,Pasay City,Asian| European,Botswana Pula(P),,,No,4,520,2000,4.0,1000.0,High,1,Asian| European,Good,6.255750041753367,2080.0,1.004,3,0.0005481454412570802
6301290,Vikings,162,Pasay City,Seafood| Filipino| Asian| European,Botswana Pula(P),,,No,4,677,2000,4.2,1000.0,High,1,Seafood| Filipino| Asian| European,Good,6.519147287940395,2843.4,1.0042,3,0.0005481454412570802
6300010,Spiral - Sofitel Philippine Plaza Manila,162,Pasay City,European| Asian| Indian,Botswana Pula(P),,,No,4,621,6000,4.9,3000.0,High,1,European| Asian| Indian,Excellent,6.432940092739179,3042.9,1.0016333333333334,3,0.0005481454412570802
6314987,Locavore,162,Pasig City,Filipino,Botswana Pula(P),,,No,3,532,1100,4.8,550.0,Medium,1,Filipino,Excellent,6.278521424165844,2553.6,1.0087272727272727,3,0.0005481454412570802
6309903,Silantro Fil-Mex,162,Pasig City,Filipino| Mexican,Botswana Pula(P),,,No,3,1070,800,4.9,400.0,Medium,1,Filipino| Mexican,Excellent,6.976348070447749,5243.0,1.01225,3,0.0005481454412570802
6309455,Mad Mark's Creamery & Good Eats,162,Pasig City,American| Ice Cream| Desserts,Botswana Pula(P),,,No,3,488,900,4.2,450.0,Medium,1,American| Ice Cream| Desserts,Good,6.192362489474872,2049.6,1.0093333333333334,3,0.0005481454412570802
6318433,Silantro Fil-Mex,162,Quezon City,Filipino| Mexican,Botswana Pula(P),,,No,3,294,800,4.8,400.0,Medium,1,Filipino| Mexican,Excellent,5.68697535633982,1411.2,1.012,1,0.0001827151470856934
6310470,Guevarra's,162,San Juan City,Filipino,Botswana Pula(P),,,No,3,458,1000,4.2,500.0,Medium,1,Filipino,Good,6.129050210060545,1923.6000000000001,1.0084,2,0.0003654302941713868
6314605,Sodam Korean Restaurant,162,San Juan City,Korean,Botswana Pula(P),,,No,3,223,700,4.3,350.0,Medium,1,Korean,Good,5.4116460518550396,958.9,1.0122857142857142,2,0.0003654302941713868
18185059,Cafe Arabelle,162,Santa Rosa,Cafe| American| Italian| Filipino,Botswana Pula(P),,,No,3,29,800,3.6,400.0,Medium,1,Cafe| American| Italian| Filipino,Good,3.4011973816621555,104.4,1.009,2,0.0003654302941713868
18182702,Nonna's Pasta & Pizzeria,162,Santa Rosa,Italian| Pizza,Botswana Pula(P),,,No,3,72,850,4.0,425.0,Medium,1,Italian| Pizza,Good,4.290459441148391,288.0,1.0094117647058825,2,0.0003654302941713868
6318213,Balay Dako,162,Tagaytay City,Filipino,Botswana Pula(P),,,No,3,211,1200,4.5,600.0,Medium,1,Filipino,Good,5.356586274672012,949.5,1.0075,1,0.0001827151470856934
18255654,Hobing Korean Dessert Cafe,162,Taguig City,Cafe| Korean| Desserts,Botswana Pula(P),,,No,2,118,600,4.5,300.0,Medium,1,Cafe| Korean| Desserts,Good,4.77912349311153,531.0,1.015,4,0.0007308605883427736
6308205,Wildflour Cafe + Bakery,162,Taguig City,Cafe| Bakery| American| Italian,Botswana Pula(P),,,No,4,392,1500,4.4,750.0,High,1,Cafe| Bakery| American| Italian,Good,5.973809611869261,1724.8000000000002,1.0058666666666667,4,0.0007308605883427736
6315438,NIU by Vikings,162,Taguig City,Seafood| American| Mediterranean| Japanese,Botswana Pula(P),,,No,4,535,3000,4.7,1500.0,High,1,Seafood| American| Mediterranean| Japanese,Excellent,6.284134161070802,2514.5,1.0031333333333334,4,0.0007308605883427736
6310406,The Food Hall by Todd English,162,Taguig City,American| Asian| Italian| Seafood,Botswana Pula(P),,,No,4,618,1800,4.5,900.0,High,1,American| Asian| Italian| Seafood,Good,6.428105272684596,2781.0,1.005,4,0.0007308605883427736
6600681,Chez Michou,30,Bras?lia,Fast Food| French,Brazilian Real(R$),,,No,2,6,55,3.0,27.5,Low,1,Fast Food| French,Average,1.9459101490553132,18.0,1.1090909090909091,20,0.0036543029417138682
6601005,Caf? Daniel Briand,30,Bras?lia,Cafe,Brazilian Real(R$),,,No,1,9,30,3.8,15.0,Low,1,Cafe,Good,2.302585092994046,34.199999999999996,1.2533333333333334,20,0.0036543029417138682
6600292,Casa do Biscoito Mineiro,30,Bras?lia,Bakery,Brazilian Real(R$),,,No,2,11,45,3.7,22.5,Low,1,Bakery,Good,2.4849066497880004,40.7,1.1644444444444444,20,0.0036543029417138682
